CÓDIGO,TÍTULO
8516150200231817,SERVICIO DE MANTENIMIENTO CORRECTIVO DE REFRACTOMETRO
8516150200231819,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CORTADORA DE GASA
8516150200231843,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPOS DE FISIOTERAPIA
8516150200231844,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPOS DE FISIOTERAPIA
8516150200231845,SERVICIO DE MANTENIMIENTO PREVENTIVO DE DESTRUCTOR DE AGUJA
8516150200231852,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE CALEFACCION PARA RECIEN NACIDO
8516150200231853,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE CALEFACCION PARA RECIEN NACIDO
8516150200231888,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MEZCLADOR DE OXIGENO
8516150200231895,SERVICIO DE MANTENIMIENTO PREVENTIVO DE BALON DE OXIGENO
8516150200231901,SERVICIO DE MANTENIMIENTO PREVENTIVO DE COCHE DE ACERO INOXIDABLE
8516150200231906,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MESA GINECOLOGICA
8516150200231908,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MESA DE OPERACIONES
8516150200231919,SERVICIO DE MANTENIMIENTO CORRECTIVO DE NEGATOSCOPIO
8516150200254816,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MOBILIARIO MEDICO
8516150200327325,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ANALIZADOR TERMOGRAVIMETRICO
8516150200327327,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPOS BIOMEDICOS
8516150200327328,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPOS DE MEDICION DE CONTAMINACION AMBIENTAL
8516150200327329,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPOS DE MEDICION DE CONTAMINACION AMBIENTAL
8516150200327331,SERVICIO DE MANTENIMIENTO PREVENTIVO DE GASTROVIDEOENDOSCOPIO
8516150200327332,SERVICIO DE MANTENIMIENTO PREVENTIVO DE INCINERADOR DE BACTERIAS
8516150200327333,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ESPECTROFOTOMETRO INFRAROJO
8516150200327334,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CROMATOGRAFO LIQUIDO DE ALTA PERFORMANCE - HPLC
8516150200327350,SERVICIO DE MANTENIMIENTO CORRECTIVO DE HORNO DE BAÑO DE SALES
8516150200336844,SERVICIO DE MANTENIMIENTO CORRECTIVO DE VIDEO BRONCOSCOPIO
8516150200336846,SERVICIO DE MANTENIMIENTO PREVENTIVO DE INCINERADOR DE SOLIDOS
8516150200336847,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE MEDICION DE ESTABILIDAD OXIDATIVA DE ACEITES Y GRASAS
8516150200336848,SERVICIO DE MANTENIMIENTO PREVENTIVO DE DESECADOR
8516150200336849,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SISTEMA DE MONITOREO INTRAOPERATORIO
8516150200349762,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE ELECTROSHOCK
8516150200349770,SERVICIO DE MANTENIMIENTO CORRECTIVO DE NEBULIZADORES
8516150200349775,SERVICIO DE MANTENIMIENTO CORRECTIVO DE AUTOREFRACTOMETRO
8516150200349776,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MICROQUERATOMO
8516150200349777,SERVICIO DE MANTENIMIENTO CORRECTIVO DE QUERATOMETRO
8516150200349778,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ENDOSCOPIO
8516150200349779,SERVICIO DE MANTENIMIENTO PREVENTIVO DE VIDEO OTOSCOPIO
8516150200349813,SERVICIO DE MANTENIMIENTO CORRECTIVO DE OFTALMOSCOPIO
8516150200349815,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TONOMETRO DE SCHIOTZ
8516150200349823,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DISPENSADOR DE PARAFINA
8516150200349825,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ANDADOR
8516150200349826,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CAMA ELECTRICA HOSPITALARIA
8516150200349827,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CAMILLA QUIRURGICA
8516150200349847,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ASPIRADOR DE SECRECIONES
8516150200349849,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TONOMETRO DE AIRE
8516150200349850,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PROYECTOR DE AGUDEZA VISUAL
8516150200349855,SERVICIO DE MANTENIMIENTO  CORRECTIVO DE TONOMETRO DE APLANACION
8516150200349858,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TOPOGRAFO CORNEAL
8516150200349862,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ELECTROCAUTERIO
8516150200349864,SERVICIO DE MANTENIMIENTO CORRECTIVO DE REGLA BIOMETRICA
8516150200349866,SERVICIO DE MANTENIMIENTO CORRECTIVO DE BOMBA DE INFUSION
8516150200349868,SERVICIO DE MANTENIMIENTO CORRECTIVO DE BOMBA DE DETECTOR DE LATIDOS FETALES
8516150200349875,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CONTENEDOR METALICO DE BIOSEGURIDAD
8516150200349888,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MICROMOTOR DENTAL
8516150200349890,SERVICIO DE MANTENIMIENTO CORRECTIVO DE BALON DE HONAN
8516150200357804,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE HIPOTERMIA
8516150200357806,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO ECOGRAFO - ULTRASONIDO
8516150200357808,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPOS DE ULTRASONIDO TERAPEUTICO Y ELECTROTERAPIA
8516150200357809,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ESPECTROFOTOMETRO DE MASAS CON PLASMA ACOPLADO INDUCTIVAMENTE
8516150200357810,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ESPECTROFOTOMETRO UV-VIS
8516150200357812,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ESTERILIZADOR A VAPOR
8516150200357819,SERVICIO DE MANTENIMIENTO PREVENTIVO DE HOMOGENIZADOR DE TEJIDOS
8516150200357836,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MESA DE OPERACIONES
8516150200357838,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MONITOR FETAL
8516150200357843,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PROCESADOR DE PELICULAS RADIOGRAFICAS
8516150200357846,SERVICIO DE MANTENIMIENTO PREVENTIVO DE SILLA DE RUEDAS
8516150200357854,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TOMOGRAFO ESPIRAL MULTICORTE
8516150200357855,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TOPOGRAFO CORNEAL
8516150200357861,SERVICIO DE MANTENIMIENTO CORRECTIVO  DE ESPECTROFOTOMETRO DE MASAS CON PLASMA ACOPLADO INDUCTIVAMENTE
8516150200357870,SERVICIO DE MANTENIMIENTO CORRECTIVO DE BIOMBO DE METAL
8516150200357876,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CAMARA DE EQUIPO LAPAROSCOPIO
8516150200357887,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CROMATOGRAFO LIQUIDO DE CAPA FINA
8516150200357888,SERVICIO DE MANTENIMIENTO CORRECTIVO DE DISOLUTOR
8516150200357891,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE CRIOTERAPIA
8516150200357893,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE HEMODIALISIS
8516150200357894,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE HIPOTERMIA
8516150200357895,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE OSMOSIS
8516150200357900,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ESPECTROFOTOMETRO DE ABSORCION ATOMICA
8516150200357901,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ESPECTROFOTOMETRO UV-VIS
8516150200357907,SERVICIO DE MANTENIMIENTO CORRECTIVO DE INSUFLADOR ELECTRONICO DE CO2
8516150200357916,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA PARA CIRCULACION EXTRACORPORAL
8516150200357928,SERVICIO DE MANTENIMIENTO CORRECTIVO DE POLARIMETRO
8516150200357930,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PROYECTOR DE OPTOTIPOS
8516150200357931,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PURIFICADOR DE AGUA
8516150200357933,SERVICIO DE MANTENIMIENTO CORRECTIVO DE RESECTOSCOPIO
8516150200357936,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SILLA DE RUEDAS
8516150200357942,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TERMOMETRO
8516150200357945,SERVICIO DE MANTENIMIENTO CORRECTIVO DE UNIDAD DE ELECTROCIRUGIA
8516150200357953,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MICROPIPETA
8516150200357964,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CONTADOR DE PARTICULAS Y MUESTREADOR DE JERINGAS
8516150200357968,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CROMATOGRAFO LIQUIDO DE CAPA FINA
8516150200357969,SERVICIO DE MANTENIMIENTO PREVENTIVO DE DESFIBRILADOR
8516150200357970,SERVICIO DE MANTENIMIENTO PREVENTIVO DE DESINTEGRADOR DE TABLETAS
8516150200357972,SERVICIO DE MANTENIMIENTO PREVENTIVO DE DISOLUTOR
8516150200357973,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ELECTROCARDIOGRAFO
8516150200359723,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE RESONANCIA MAGNETICA
8516150200359862,SERVICIO DE MANTENIMIENTO PREVENTIVO DE VIDEO NASOLARINGOSCOPIO
8516150200359863,SERVICIO DE MANTENIMIENTO CORRECTIVO DE VIDEO NASOLARINGOSCOPIO
8516150200370007,SERVICIO DE MANTENIMIENTO PREVENTIVO DE HORNO DE BAÑO DE SALES
8516150200370008,SERVICIO DE MANTENIMIENTO PREVENTIVO DE BIOMBO DE METAL
8516150200370009,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CAMARA DE EQUIPO LAPAROSCOPIO
8516150200377253,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO ECOGRAFO - ULTRASONIDO
8516150200377254,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE ELECTROSHOCK
8516150200377255,SERVICIO DE MANTENIMIENTO PREVENTIVO DE DETECTOR DE LATIDOS FETALES
8516150200377256,SERVICIO DE MANTENIMIENTO CORRECTIVO DE DESTRUCTOR DE AGUJA
8516150200377257,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MESA GINECOLOGICA
8516150200377258,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MICROMOTOR DENTAL
8516150200377259,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CROMATOGRAFO LIQUIDO DE ALTA PERFORMANCE - HPLC
8516150200377260,SERVICIO DE MANTENIMIENTO CORRECTIVO DE COCHE DE ACERO INOXIDABLE
8516150200377261,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CORTADORA DE GASA
8516150200377262,SERVICIO DE MANTENIMIENTO CORRECTIVO DE HOMOGENIZADOR DE TEJIDOS
8516150200377263,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE RESONANCIA MAGNETICA
8516150200377264,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MICROPIPETA
8516150200377265,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE OSMOSIS
8516150200377266,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ANDADOR
8516150200377267,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DE MEDICION DE ESTABILIDAD OXIDATIVA DE ACEITES Y GRASAS
8516150200377268,SERVICIO DE MANTENIMIENTO CORRECTIVO DE LAPIZ REUSABLE CONTROL MANUAL
8516150200377269,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PROYECTOR DE OPTOTIPOS
8516150200377270,SERVICIO DE MANTENIMIENTO  PREVENTIVO DE TONOMETRO DE APLANACION
8516150200377271,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PROYECTOR DE AGUDEZA VISUAL
8516150200377272,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MICROQUERATOMO
8516150200377273,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MAQUINA LAVA CHATAS
8516150200377274,SERVICIO DE MANTENIMIENTO PREVENTIVO DE UNIDAD DE ELECTROCIRUGIA
8516150200377275,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CAMILLA QUIRURGICA
8516150200377276,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TONOMETRO DE SCHIOTZ
8516150200377277,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MAQUINA PARA CIRCULACION EXTRACORPORAL
8516150200377278,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DE CRIOTERAPIA
8516150200377279,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CONTENEDOR METALICO DE BIOSEGURIDAD
8516150200377280,SERVICIO DE MANTENIMIENTO PREVENTIVO DE QUERATOMETRO
8516150200377281,SERVICIO DE MANTENIMIENTO PREVENTIVO DE AUTOREFRACTOMETRO
8516150200377282,SERVICIO DE MANTENIMIENTO PREVENTIVO DE BALON DE HONAN
8516150200377283,SERVICIO DE MANTENIMIENTO PREVENTIVO DE VIDEO BRONCOSCOPIO
8516150200377284,SERVICIO DE MANTENIMIENTO CORRECTIVO DE GASTROVIDEOENDOSCOPIO
8516150200377285,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MOBILIARIO MEDICO
8516150200377286,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SILLON DENTAL
8516150200377287,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO DISPENSADOR DE PARAFINA
8516150200377288,SERVICIO DE MANTENIMIENTO PREVENTIVO DE INSUFLADOR ELECTRONICO DE CO2
8516150200377289,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ELECTROCAUTERIO
8516150200377290,SERVICIO DE MANTENIMIENTO PREVENTIVO DE OFTALMOSCOPIO
8516150200377291,SERVICIO DE MANTENIMIENTO PREVENTIVO DE AMALGAMADOR
8516150200377292,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TONOMETRO DE AIRE
8516150200377293,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CAMA ELECTRICA HOSPITALARIA
8516150200377294,SERVICIO DE MANTENIMIENTO CORRECTIVO DE VIDEO OTOSCOPIO
8516150200377295,SERVICIO DE MANTENIMIENTO PREVENTIVO DE NEGATOSCOPIO
8516150200377296,SERVICIO DE MANTENIMIENTO CORRECTIVO DE SISTEMA DE MONITOREO INTRAOPERATORIO
8516150200377297,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ESTERILIZADOR A VAPOR
8516150200377298,SERVICIO DE MANTENIMIENTO CORRECTIVO DE ELECTROCARDIOGRAFO
8516150200377299,SERVICIO DE MANTENIMIENTO PREVENTIVO DE RESECTOSCOPIO
8516150200382551,SERVICIO DE CALIBRACION DE ESPECTROFOTOMETRO INFRAROJO
8516150200385628,SERVICIO DE MANTENIMIENTO PREVENTIVO DE LAVADOR POR ULTRASONICO
8516150200385629,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CILINDRO PORTATIL DE OXIGENO
8516150200385630,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MEZCLADOR DE OXIGENO
8516150200385631,SERVICIO DE MANTENIMIENTO CORRECTIVO DE LAVADOR AUTOMATICO DE MICROPLACAS
8516150200385632,SERVICIO DE MANTENIMIENTO CORRECTIVO DE INCINERADOR DE BACTERIAS
8516150200392306,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MUESTREADOR DE ESPACIO DE CABEZA PARA LABORATORIO
8516150200392307,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MUESTREADOR DE ESPACIO DE CABEZA PARA LABORATORIO
8516150300094686,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PORTA SUEROS
8516150300094699,SERVICIO DE MANTENIMIENTO PREVENTIVO DE INSTRUMENTALES QUIRURGICOS
8516150300231328,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MICROSCOPIO
8516150300231335,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MICROSCOPIO
8516150300231360,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TANQUE DE COMPRESAS
8516150300231368,SERVICIO DE MANTENIMIENTO CORRECTIVO DE COAGULADOR
8516150300231373,SERVICIO DE MANTENIMIENTO CORRECTIVO DE HORNO
8516150300231374,SERVICIO DE MANTENIMIENTO CORRECTIVO DE HORNO ESTERILIZADOR
8516150300231377,SERVICIO DE MANTENIMIENTO CORRECTIVO DE LIMPIADOR ULTRASONICO
8516150300231462,SERVICIO DE MANTENIMIENTO CORRECTIVO DEL AUTOCLAVE A VAPOR
8516150300231708,SERVICIO DE MANTENIMIENTO CORRECTIVO DE GASTROFIBROSCOPIO
8516150300231793,SERVICIO DE MANTENIMIENTO CORRECTIVO DE CRANEOTOMO
8516150300231816,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ELECTROBISTURI
8516150300231820,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MICROPINZA DE EQUIPO DE NEUROENDOSCOPIA
8516150300231830,SERVICIO DE MANTENIMIENTO CORRECTIVO DE FIJADOR DE CRANEO
8516150300231834,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO VIDEONEUROENDOSCOPIO
8516150300231861,SERVICIO DE MANTENIMIENTO CORRECTIVO DE MESA PARA RAYOS X
8516150300231890,SERVICIO DE MANTENIMIENTO CORRECTIVO DE HISTEROSCOPIO
8516150300308914,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PIEZA DE MANO DENTAL
8516150300327984,SERVICIO DE MANTENIMIENTO PREVENTIVO DE CRANEOTOMO
8516150300327985,SERVICIO DE MANTENIMIENTO PREVENTIVO DE FOTOCOAGULADOR
8516150300327986,SERVICIO DE MANTENIMIENTO CORRECTIVO DE FOTOCOAGULADOR
8516150300349765,SERVICIO DE MANTENIMIENTO CORRECTIVO DE EQUIPO DENTAL
8516150300349843,SERVICIO DE MANTENIMIENTO CORRECTIVO DE BRONCOFIBROSCOPIO
8516150300349872,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PINZA DE DISECCION
8516150300349876,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TIJERA DE MAYO
8516150300349882,SERVICIO DE MANTENIMIENTO CORRECTIVO DE PORTA AGUJA QUIRURGICA
8516150300350135,SERVICIO DE MANTENIMIENTO CORRECTIVO DE INSTRUMENTALES QUIRURGICOS
8516150300377300,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PINZA DE DISECCION
8516150300377301,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PORTA SUEROS
8516150300377302,SERVICIO DE MANTENIMIENTO PREVENTIVO DEL AUTOCLAVE A VAPOR
8516150300377303,SERVICIO DE MANTENIMIENTO PREVENTIVO DE TIJERA DE MAYO
8516150300377304,SERVICIO DE MANTENIMIENTO PREVENTIVO DE HORNO ESTERILIZADOR
8516150300377305,SERVICIO DE MANTENIMIENTO PREVENTIVO DE LIMPIADOR ULTRASONICO
8516150300377306,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PORTA AGUJA QUIRURGICA
8516150300377307,SERVICIO DE MANTENIMIENTO PREVENTIVO DE PIEZA DE MANO DENTAL
8516150300377308,SERVICIO DE MANTENIMIENTO PREVENTIVO DE BRONCOFIBROSCOPIO
8516150300377309,SERVICIO DE MANTENIMIENTO CORRECTIVO DE TANQUE DE COMPRESAS
8516150300377310,SERVICIO DE MANTENIMIENTO PREVENTIVO DE MICROPINZA DE EQUIPO DE NEUROENDOSCOPIA
8516150300377311,SERVICIO DE MANTENIMIENTO PREVENTIVO DE HISTEROSCOPIO
8516150300377312,SERVICIO DE MANTENIMIENTO PREVENTIVO DE GASTROFIBROSCOPIO
8516150300377313,SERVICIO DE MANTENIMIENTO PREVENTIVO DE FIJADOR DE CRANEO
8516150300385633,SERVICIO DE MANTENIMIENTO PREVENTIVO DE EQUIPO VIDEONEUROENDOSCOPIO
8516150400374262,SERVICIO DE CONFECCION DE CAMARA PARA ESTERILIZADOR A VAPOR
8516150500232811,SERVICIO DE ALQUILER DE INSTRUMENTAL MEDICO QUIRURGICO
8516150500304133,SERVICIO DE ALQUILER DE CONCENTRADOR DE OXIGENO
8516150500385136,SERVICIO DE ALQUILER DE EQUIPO HEMODIALISIS PORTATIL
8516150500389540,SERVICIO DE ALQUILER DE RAYOS X DIGITAL PANORAMICO RODABLE ARCO EN C
8516150500390402,ALQUILER DE EQUIPO DE ANESTESIA
8516150500390848,SERVICIO DE ALQUILER DE EQUIPO DE VIDEO GASTROSCOPIO
8517150100333601,SERVICIO DE ALQUILER DE ATAUDES
8517160100289365,SERVICIO DE ATENCIONES FUNERARIAS
8526600500383614,SERVICIO DE RECARGA DE OXIGENO
8610150100374081,TALLER EN TEMAS DE ESTAMPADO TEXTIL
8610150100374082,TALLER EN TEMAS DE BIOHUERTO
8610150800271589,CURSO EN TEMAS DE GESTION AMBIENTAL
8610160100229192,CURSO EN TEMAS DE TECNOLOGIA DE LA INFORMACION
8610160100229194,CURSO DE ADMINISTRACION DE SISTEMAS DE SEGURIDAD
8610160100229455,CURSO DE DISEÑO GRAFICO
8610160100229985,CURSO DE SISTEMAS SCADA
8610160100230096,SERVICIO DE ESTUDIOS DE DESARROLLO DE PRODUCTOS MADEREROS EN AUTOCAD
8610160100254937,TALLER DE COMPUTACION NIVEL INTERMEDIO
8610160100265757,CURSO DE ACTUALIZACION DEL SISTEMA DE PERSONAL
8610160100271594,CURSO DE DESARROLLO DE LA EDUCACION VIRTUAL
8610160100273292,CURSO DE POWER POINT
8610160100283600,CURSO DE DIGITALIZACION DE DOCUMENTOS Y EL TRAMITE DOCUMENTARIO ELECTRONICO
8610160100283685,CURSO DE BUSINESS PROCESS MANAGEMENT - BPM
8610160100283689,CURSO DE SISTEMAS DE GESTION DE CALIDAD ISO 9001
8610160100288374,CURSO DE PROJECT MANAGEMENT PROFESSIONAL
8610160100294049,CURSO EN TEMAS DE SOFTWARE SAP
8610160100294051,CURSO EN TEMAS DE BASE DE DATOS
8610160100294064,CURSO EN TEMAS DE INTEGRACION CONTINUA
8610160100294068,CURSO EN TEMAS DE ORACLE
8610160100294071,CURSO EN TEMAS DE REDES
8610160100294073,CURSO EN TEMAS DE SEGURIDAD DE LA INFORMACION
8610160100294080,CURSO EN TEMAS DE SOFTWARE
8610160100312747,CURSO DE OFIMATICA NIVEL INTERMEDIO
8610160100337051,CURSO TALLER COMPUTACION NIVEL AVANZADO
8610160100337133,CURSO DE ACTUALIZACION EN TEMAS DEL SEACE
8610160100368921,CURSO DE OPERACION Y PROTECCION DE EQUIPOS RADIOLOGICOS
8610160100388972,CURSO DE OFIMATICA NIVEL BASICO
8610160100388973,CURSO DE OFIMATICA NIVEL  AVANZADO
8610160200323882,CURSO DE TARIFAS Y COSTOS DEL SERVICIO ELECTRICO
8610160400229888,CURSO DE NUTRICION Y FISIOLOGIA VEGETAL
8610160400230114,"SERVICIO DE MUESTREOS BIOLOGICOS, ANALISIS LIMNOLOGICOS"
8610160600230037,CURSO DE CIRCUITOS ELECTRONICOS INTEGRALES
8610160600271582,CURSO DE MANTENIMIENTO DE GRUPOS ELECTROGENOS
8610160600271588,CURSO DE INSTALACIONES ELECTRICAS INDUSTRIALES
8610160700288377,CURSO DE ACTUALIZACION PROFESIONAL DE TELECOMUNICACIONES
8610160700371601,ESPECIALIZACION EN ENTRENAMIENTO DE OPERACIONES DE SISTEMA SATELITAL
8610160700394658,CURSO EN MECANISMOS DE INNOVACIÓN REGULATORIA EN TELECOMUNICACIONES
8610160900271580,CURSO DE MANTENIMIENTO PRODUCTIVO TOTAL (TPM)
8610160900271581,CURSO DE MANTENIMIENTO DE PLANTAS INDUSTRIALES
8610160900271609,CURSO DE CONTROL DE CALIDAD TEXTIL
8610160900283581,CURSO DE GESTION Y MEJORAMIENTO DE PROCESOS
8610160900283635,CURSO DE ASEGURAMIENTO DE LA CALIDAD DE RESULTADOS
8610161000254949,TALLER DE PRODUCTIVIDAD EN LA CONSTRUCCION
8610161000326659,CURSO DE MECANICA AUTOMOTRIZ
8610170200226963,CONSULTORIA EN TEMAS DE DESARROLLO TURISTICO
8610170200229800,SEMINARIO EN TEMAS DE TURISMO
8610170200336747,CURSO EN TEMAS DE CONVERSACION EN INGLES
8610170300294119,CURSO EN TEMAS DE GESTION DE ARCHIVOS
8610170400229542,CURSO EN TEMAS DE DESPACHO ADUANERO PARA AUXILIAR
8610170400229576,CURSO EN TEMAS DE GESTION ESTRATEGICA DEL CONTROL LOGISTICO
8610170400230147,SERVICIO DE ELABORACION DE ESTUDIO SOBRE REPOSICION DE ACTIVOS
8610170400294151,SERVICIO DE SUPERVISION DE PROCESOS LOGISTICOS
8610170400337132,CURSO DE ACTUALIZACION EN TEMAS DE LOGISTICA
8610170400337135,CURSO EN TEMAS DE ALMACEN
8610170400337136,CURSO EN TEMAS DE BIENES MUEBLES
8610170400337146,SEMINARIO EN TEMAS DE ALMACEN
8610170400374084,ESPECIALIZACION EN GESTION DE LA CADENA DE SUMINISTRO
8610170400389430,CHARLA VIRTUAL DE REGULACION DE TARIFAS DE ENERGIA
8610170500229488,"CURSO EN TEMAS DE REDACCION, GRAMATICA Y SINTAXIS"
8610170500229537,CURSO EN TEMAS DE SECRETARIADO EJECUTIVO
8610170500254746,CURSO EN TEMAS DE ORTOGRAFIA Y REDACCION MODERNA
8610170900258703,CHARLA EN TEMAS DE CONCIENTIZACION DE DESASTRES NATURALES
8610170900271532,CURSO EN TEMAS DE INSTRUCTORES EN BUSQUEDA Y RESCATE MARITIMA
8610170900294266,CURSO EN TEMAS DE SEGURIDAD Y SALUD EN EL TRABAJO
8610170900314318,SERVICIO DE ENTRENAMIENTO PARA BRIGADAS FRENTE A EMERGENCIAS Y DESASTRES
8610170900326628,CURSO EN TEMAS DE SEGURIDAD Y RESGUARDO DE PERSONAL
8610170900336715,CURSO EN TEMAS DE SEGURIDAD INTERNA - VIGILANCIA ACTIVA
8610170900385443,CURSO DE CIBERSEGURIDAD
8610171000229633,TALLER EN TEMAS DE ACTIVIDADES DE EDUCACION
8610171000229838,CURSO EN TEMAS DE HISTORIA
8610171000336756,SEMINARIO EN TEMAS DE REESTRUCTURACION CURRICULAR
8610171100229723,CURSO EN TEMAS DE TECNICAS PARA RECONOCIMIENTO DE MATERIALES E INSUMOS EXPLOSIVOS
8610171100286778,SEMINARIO EN TEMAS DE SISTEMAS DE PROTECCION CONTRA INCENDIOS
8610171200271608,"CURSO EN TEMAS DE CORTE, CONFECCION Y COSTURA"
8610171200374079,TALLER DE CARPINTERIA
8610171200388597,SERVICIO DE ASISTENCIA TECNICA DE TEJIDO A MANO EN FIBRAS NATURALES
8610171200388598,SERVICIO DE ASISTENCIA TECNICA PARA EL CONTROL DE CALIDAD DEL PRODUCTO TEXTIL TERMINADO  EN FIBRAS NATURALES
